

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Iraq",103,"SDG 6.4.2. Water Stress",4550,2016,54.13,"K","",""
"Iraq",103,"Irrigation potential",4307,1987,5554.0,"","",""
"Iraq",103,"Irrigation potential",4307,1992,5554.0,"","",""
"Iraq",103,"Irrigation potential",4307,1997,5554.0,"","",""
"Iraq",103,"Irrigation potential",4307,2002,5554.0,"","",""
"Iraq",103,"Irrigation potential",4307,2007,5554.0,"","",""
"Iraq",103,"Irrigation potential",4307,2012,5554.0,"","",""
"Iraq",103,"Irrigation potential",4307,2013,5554.0,"","",""
"Iraq",103,"Area equipped for full control irrigation: localized irrigation",4310,1994,8.0,"","",""
"Iraq",103,"Area equipped for full control irrigation: total",4311,1990,3525.0,"","",""
"Iraq",103,"Area equipped for full control irrigation: actually irrigated",4461,1990,1935.0,"","",""
"Iraq",103,"Area equipped for full control irrigation: actually irrigated",4461,2010,1564.0,"I","",""
"Iraq",103,"% of area equipped for full control irrigation actually irrigated",4463,1990,54.89,"","",""
"Iraq",103,"Area equipped for irrigation: total",4313,1990,3525.0,"","",""
"Iraq",103,"Area equipped for irrigation: actually irrigated",4318,1990,1935.0,"","",""
"Iraq",103,"% of the area equipped for irrigation actually irrigated",4328,1990,54.9,"","",""
"Iraq",103,"% of the cultivated area equipped for irrigation",4331,1990,63.51,"K","",""
"Iraq",103,"% of irrigation potential equipped for irrigation",4330,1990,63.47,"","",""
"Iraq",103,"Total agricultural water managed area",4317,1990,3525.0,"","",""
"Iraq",103,"% of agricultural water managed area equipped for irrigation",4319,1990,100.0,"","",""
"Iraq",103,"Area equipped for irrigation by surface water",4321,1990,3306.0,"","",""
"Iraq",103,"Area equipped for irrigation by groundwater",4320,1990,218.6,"","",""
"Iraq",103,"% of area equipped for irrigation by surface water",4324,1990,93.79,"","",""
"Iraq",103,"% of area equipped for irrigation by groundwater",4323,1990,6.201,"","",""
"Iraq",103,"Total harvested irrigated crop area (full control irrigation)",4379,2010,2050.0,"K","",""
"Iraq",103,"Harvested irrigated temporary crop area: Total",4520,2010,1828.0,"","",""
"Iraq",103,"Harvested irrigated permanent crop area: Total",4521,2010,222.0,"L","",""
"Iraq",103,"Irrigated cropping intensity",4464,2010,131.1,"K","",""
"Iraq",103,"Conservation agriculture area",4454,2012,15.0,"","",""
"Iraq",103,"Conservation agriculture area as % of arable land area",4455,2012,0.3474,"K","",""
"Iraq",103,"Area salinized by irrigation",4400,1990,1762.0,"","",""
"Iraq",103,"% of area equipped for irrigation salinized",4445,1990,49.99,"","",""
"Iraq",103,"Flood occurrence (WRI)",4543,2013,2.4,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,1987,18518.0,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,1992,18518.0,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,1997,18518.0,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,2002,18518.0,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,2007,18518.0,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,2012,18518.0,"E","",""
"Syrian Arab Republic",212,"Total area of the country (excl. coastal waters)",4100,2016,18518.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,1987,4980.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,1992,4766.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,1997,4771.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,2002,4593.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,2007,4736.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,2012,4665.0,"E","",""
"Syrian Arab Republic",212,"Arable land area",4101,2016,4662.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,1987,650.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,1992,788.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,1997,750.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,2002,828.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,2007,947.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,2012,1066.0,"E","",""
"Syrian Arab Republic",212,"Permanent crops area",4102,2016,1071.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,1987,5630.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,1992,5554.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,1997,5521.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,2002,5421.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,2007,5683.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,2012,5731.0,"E","",""
"Syrian Arab Republic",212,"Cultivated area (arable land + permanent crops)",4103,2016,5733.0,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,1987,30.4,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,1992,29.99,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,1997,29.81,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,2002,29.27,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,2007,30.69,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,2012,30.95,"E","",""
"Syrian Arab Republic",212,"% of total country area cultivated",4470,2016,30.96,"E","",""
"Syrian Arab Republic",212,"Total population",4104,1987,11361.0,"E","",""
"Syrian Arab Republic",212,"Total population",4104,1992,13187.0,"E","",""
"Syrian Arab Republic",212,"Total population",4104,1997,15177.0,"E","",""
"Syrian Arab Republic",212,"Total population",4104,2002,17088.0,"E","",""
"Syrian Arab Republic",212,"Total population",4104,2007,19633.0,"E","",""
"Syrian Arab Republic",212,"Total population",4104,2012,20421.0,"E","",""
"Syrian Arab Republic",212,"Total population",4104,2017,18270.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,1987,5866.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,1992,6679.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,1997,7465.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,2002,8135.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,2007,8966.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,2012,8062.0,"E","",""
"Syrian Arab Republic",212,"Rural population",4105,2017,4548.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,1987,5495.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,1992,6508.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,1997,7712.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,2002,8953.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,2007,10667.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,2012,12359.0,"E","",""
"Syrian Arab Republic",212,"Urban population",4106,2017,13722.0,"E","",""
"Syrian Arab Republic",212,"Population density",4107,1987,61.35,"E","",""
"Syrian Arab Republic",212,"Population density",4107,1992,71.21,"E","",""
"Syrian Arab Republic",212,"Population density",4107,1997,81.96,"E","",""
"Syrian Arab Republic",212,"Population density",4107,2002,92.28,"E","",""
"Syrian Arab Republic",212,"Population density",4107,2007,106.0,"E","",""
"Syrian Arab Republic",212,"Population density",4107,2012,110.3,"E","",""
"Syrian Arab Republic",212,"Population density",4107,2017,98.66,"E","",""
"Syrian Arab Republic",212,"Gross Domestic Product (GDP)",4112,1987,1.1356215713E10,"E","",""
"Syrian Arab Republic",212,"Gross Domestic Product (GDP)",4112,1992,1.3253565899E10,"E","",""
"Syrian Arab Republic",212,"Gross Domestic Product (GDP)",4112,1997,1.4505233969E10,"E","",""
"Syrian Arab Republic",212,"Gross Domestic Product (GDP)",4112,2002,2.1582248882E10,"E","",""
"Syrian Arab Republic",212,"Gross Domestic Product (GDP)",4112,2007,4.0405006007E10,"E","",""
"Syrian Arab Republic",212,"GDP per capita",4458,1987,999.6,"E","",""
"Syrian Arab Republic",212,"GDP per capita",4458,1992,1005.0,"E","",""
"Syrian Arab Republic",212,"GDP per capita",4458,1997,955.7,"E","",""
"Syrian Arab Republic",212,"GDP per capita",4458,2002,1263.0,"E","",""
"Syrian Arab Republic",212,"GDP per capita",4458,2007,2058.0,"E","",""
"Syrian Arab Republic",212,"Agriculture, value added (% GDP)",4113,1987,26.59,"E","",""
"Syrian Arab Republic",212,"Agriculture, value added (% GDP)",4113,1992,34.44,"E","",""
"Syrian Arab Republic",212,"Agriculture, value added (% GDP)",4113,1997,27.88,"E","",""
"Syrian Arab Republic",212,"Agriculture, value added (% GDP)",4113,2002,26.83,"E","",""
"Syrian Arab Republic",212,"Agriculture, value added (% GDP)",4113,2007,17.94,"E","",""
"Syrian Arab Republic",212,"Human Development Index (HDI) [highest = 1]",4111,1990,0.5528,"E","",""
"Syrian Arab Republic",212,"Human Development Index (HDI) [highest = 1]",4111,2000,0.5857,"E","",""
"Syrian Arab Republic",212,"Human Development Index (HDI) [highest = 1]",4111,2012,0.6231,"E","",""
"Syrian Arab Republic",212,"Human Development Index (HDI) [highest = 1]",4111,2014,0.5937,"E","",""
"Syrian Arab Republic",212,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2005,0.561,"E","",""
"Syrian Arab Republic",212,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2010,0.546,"E","",""
"Syrian Arab Republic",212,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2014,0.5329,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,1987,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,1992,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,1997,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,2002,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,2007,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,2012,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in depth",4151,2017,252.0,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,1987,46.67,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,1992,46.67,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,1997,46.67,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,2002,46.67,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,2007,46.67,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,2012,46.67,"E","",""
"Syrian Arab Republic",212,"Long-term average annual precipitation in volume",4150,2017,46.67,"E","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,1987,4.288,"","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,1992,4.288,"","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,1997,4.288,"","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,2002,4.288,"","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,2007,4.288,"","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,2012,4.288,"","",""
"Syrian Arab Republic",212,"Surface water produced internally",4155,2017,4.288,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,1987,4.844,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,1992,4.844,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,1997,4.844,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,2002,4.844,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,2007,4.844,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,2012,4.844,"","",""
"Syrian Arab Republic",212,"Groundwater produced internally",4154,2017,4.844,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,1987,2.0,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,1992,2.0,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,1997,2.0,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,2002,2.0,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,2007,2.0,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,2012,2.0,"","",""
"Syrian Arab Republic",212,"Overlap between surface water and groundwater",4156,2017,2.0,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,1987,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,1992,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,1997,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,2002,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,2007,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,2012,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources (IRWR)",4157,2017,7.132,"","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,1987,627.8,"K","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,1992,540.8,"K","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,1997,469.9,"K","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,2002,417.4,"K","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,2007,363.3,"K","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,2012,349.2,"K","",""
"Syrian Arab Republic",212,"Total internal renewable water resources per capita",4158,2017,390.4,"K","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,1987,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,1992,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,1997,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,2002,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,2007,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,2012,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: entering the country (total)",4159,2017,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,1987,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,1992,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,1997,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,2002,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,2007,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,2012,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow not submitted to treaties",4160,2017,0.0,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,1987,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,1992,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,1997,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,2002,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,2007,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,2012,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow submitted to treaties",4161,2017,28.52,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,1987,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,1992,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,1997,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,2002,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,2007,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,2012,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: inflow secured through treaties",4162,2017,16.09,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,1987,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,1992,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,1997,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,2002,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,2007,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,2012,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: total flow of border rivers",4165,2017,18.0,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,1987,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,1992,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,1997,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,2002,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,2007,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,2012,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted flow of border rivers",4168,2017,1.25,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,1987,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,1992,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,1997,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,2002,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,2007,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,2012,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: accounted inflow",4164,2017,17.34,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,1987,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,1992,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,1997,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,2002,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,2007,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,2012,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: leaving the country to other countries (total)",4171,2017,31.73,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,1987,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,1992,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,1997,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,2002,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,2007,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,2012,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries not submitted to treaties",4172,2017,1.725,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,1987,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,1992,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,1997,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,2002,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,2007,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,2012,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries submitted to treaties",4173,2017,30.0,"","",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,1987,9.0,"I","[33]",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,1992,9.0,"I","[34]",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,1997,9.0,"I","[35]",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,2002,9.0,"I","[36]",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,2007,9.0,"I","[37]",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,2012,9.0,"I","[38]",""
"Syrian Arab Republic",212,"Surface water: outflow to other countries secured through treaties",4174,2017,9.0,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,1987,8.34,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,1992,8.34,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,1997,8.34,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,2002,8.34,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,2007,8.34,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,2012,8.34,"I","",""
"Syrian Arab Republic",212,"Surface water: total external renewable",4176,2017,8.34,"I","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,1987,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,1992,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,1997,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,2002,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,2007,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,2012,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: entering the country (total)",4177,2017,11.13,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,1987,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,1992,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,1997,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,2002,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,2007,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,2012,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted inflow",4452,2017,1.33,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,1987,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,1992,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,1997,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,2002,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,2007,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,2012,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: leaving the country to other countries (total)",4178,2017,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,1987,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,1992,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,1997,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,2002,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,2007,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,2012,0.34,"","",""
"Syrian Arab Republic",212,"Groundwater: accounted outflow to other countries",4453,2017,0.34,"","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,1987,9.67,"I","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,1992,9.67,"I","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,1997,9.67,"I","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,2002,9.67,"I","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,2007,9.67,"I","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,2012,9.67,"I","",""
"Syrian Arab Republic",212,"Water resources: total external renewable",4182,2017,9.67,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,1987,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,1992,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,1997,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,2002,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,2007,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,2012,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable surface water",4185,2017,12.63,"I","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,1987,6.174,"","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,1992,6.174,"","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,1997,6.174,"","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,2002,6.174,"","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,2007,6.174,"","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,2012,6.174,"","",""
"Syrian Arab Republic",212,"Total renewable groundwater",4187,2017,6.174,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,1987,2.0,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,1992,2.0,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,1997,2.0,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,2002,2.0,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,2007,2.0,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,2012,2.0,"","",""
"Syrian Arab Republic",212,"Overlap: between surface water and groundwater",4536,2017,2.0,"","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,1987,16.8,"I","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,1992,16.8,"I","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,1997,16.8,"I","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,2002,16.8,"I","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,2007,16.8,"I","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,2012,16.8,"I","",""
"Syrian Arab Republic",212,"Total renewable water resources",4188,2017,16.8,"I","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,1987,72.36,"","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,1992,72.36,"","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,1997,72.36,"","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,2002,72.36,"","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,2007,72.36,"","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,2012,72.36,"","",""
"Syrian Arab Republic",212,"Dependency ratio",4192,2017,72.36,"","",""
